course_id,course_title,subject,level,num_subscribers,num_reviews,price,content_duration,combined_features
513782,removing backgrounds from images using adobe photoshop,graphic design,all levels,1768,20,20,0.6833333333333333,removing backgrounds from images using adobe photoshop graphic design all levels
19164,graphic design secrets revealed,graphic design,all levels,2555,28,95,6.0,graphic design secrets revealed graphic design all levels
637402,drawing in perspective,graphic design,all levels,426,63,25,3.0,drawing in perspective graphic design all levels
901082,digital art in adobe illustrator cc angry bird tom jerry,graphic design,beginner level,3108,27,0,2.5,digital art in adobe illustrator cc angry bird tom jerry graphic design beginner level
608090,adobe illustrator for beginners design a typographic logo,graphic design,beginner level,276,54,30,1.5,adobe illustrator for beginners design a typographic logo graphic design beginner level
1165016,surface pattern design create scandinavian patterns,graphic design,all levels,390,6,40,0.7,surface pattern design create scandinavian patterns graphic design all levels
755680,draw a realistic fantail using pencil,graphic design,all levels,6754,109,0,1.0,draw a realistic fantail using pencil graphic design all levels
930416,how to design a business card on photoshop for beginners,graphic design,beginner level,5086,197,0,1.0,how to design a business card on photoshop for beginners graphic design beginner level
784478,make flat design space ships in 30 minutes in illustrator,graphic design,beginner level,1146,41,50,0.55,make flat design space ships in 30 minutes in illustrator graphic design beginner level
17349,figure drawing from life using the reilly technique.,graphic design,all levels,47811,1041,0,2.5,figure drawing from life using the reilly technique. graphic design all levels
93484,drawing cartoony characters,graphic design,beginner level,1564,103,20,2.0,drawing cartoony characters graphic design beginner level
927186,learn blender 3d the introduction course,graphic design,beginner level,739,12,100,1.5,learn blender 3d the introduction course graphic design beginner level
628440,inkscape for beginners 2016 2017,graphic design,all levels,1029,52,40,4.0,inkscape for beginners 2016 2017 graphic design all levels
1047508,make yourself a santa claus photoshop manipulation,graphic design,all levels,2665,20,0,0.5666666666666667,make yourself a santa claus photoshop manipulation graphic design all levels
406504,become an indesign pro in 10 skills,graphic design,beginner level,1079,172,105,5.0,become an indesign pro in 10 skills graphic design beginner level
644914,digital illustration make a custom character illustration,graphic design,all levels,1440,16,30,1.5,digital illustration make a custom character illustration graphic design all levels
908324,learn basics of adobe illustrator,graphic design,beginner level,1401,30,25,0.7,learn basics of adobe illustrator graphic design beginner level
15611,discover the 7 secrets to figure drawing draw awesome ...,graphic design,all levels,2634,92,40,10.0,discover the 7 secrets to figure drawing draw awesome ... graphic design all levels
775252,logo design in powerpoint,graphic design,beginner level,1046,12,95,1.0,logo design in powerpoint graphic design beginner level
850426,photoshop cc masterclass,graphic design,all levels,505,88,95,11.5,photoshop cc masterclass graphic design all levels
530426,become a logo designer,graphic design,all levels,827,50,95,2.5,become a logo designer graphic design all levels
627782,learn illustrator by recreating top 3 logos beginner guide,graphic design,beginner level,8786,245,0,1.0,learn illustrator by recreating top 3 logos beginner guide graphic design beginner level
1211198,illustrative surface patterns design from life to products,graphic design,all levels,253,1,40,1.0,illustrative surface patterns design from life to products graphic design all levels
294294,effective ios android app icon design,graphic design,beginner level,1933,25,20,1.0,effective ios android app icon design graphic design beginner level
692920,creating an animated greeting card via google slides,graphic design,beginner level,1504,10,20,1.5,creating an animated greeting card via google slides graphic design beginner level
349144,photoshop learn digital painting basics in photoshop,graphic design,beginner level,1332,31,20,2.0,photoshop learn digital painting basics in photoshop graphic design beginner level
711688,learning photoshop cc 2014 in egyptian arabic,graphic design,all levels,1150,68,70,3.5,learning photoshop cc 2014 in egyptian arabic graphic design all levels
625920,make tech circles in photoshop in 30 minutes,graphic design,all levels,1056,15,50,0.5666666666666667,make tech circles in photoshop in 30 minutes graphic design all levels
286508,graphic design the quick guide,graphic design,beginner level,1350,29,30,0.6333333333333333,graphic design the quick guide graphic design beginner level
768940,learn corel x7 like a pro,graphic design,intermediate level,1586,8,20,0.5166666666666666,learn corel x7 like a pro graphic design intermediate level
640428,make tech circles in adobe illustrator in 30 minutes,graphic design,all levels,821,15,200,0.5333333333333333,make tech circles in adobe illustrator in 30 minutes graphic design all levels
1168910,easy illustration and 2d animation,graphic design,all levels,56,16,65,0.5666666666666667,easy illustration and 2d animation graphic design all levels
